date,mountain,max,min,rainfall,visitors,avg_visitors_over_next_week
2014-05-24,Mt. Stirling,8.0,1.4,33.8,4.285714285714286,4.285714285714286
2014-05-24,Charlotte Pass,6.8,3.05,18.0,32.857142857142854,32.857142857142854
2014-05-25,Perisher,9.3,3.7,0.0,607.8571428571429,607.8571428571429
2014-05-25,Thredbo,6.9,1.8,0.0,459.42857142857144,459.42857142857144
2014-05-25,Mt. Buller,7.9,1.9,0.0,344.7142857142857,344.7142857142857
2014-05-25,Falls Creek,7.7,3.0,0.0,300.14285714285717,300.14285714285717
2014-05-25,Mt. Hotham,6.6,2.2,1.6,427.42857142857144,427.42857142857144
2014-05-25,Mt. Baw Baw,8.3,2.9,0.0,141.85714285714286,141.85714285714286
2014-05-25,Mt. Stirling,7.9,1.9,0.0,4.285714285714286,4.285714285714286
2014-05-25,Charlotte Pass,8.100000000000001,2.75,0.0,32.857142857142854,32.857142857142854
2014-05-26,Perisher,10.7,5.4,0.0,607.8571428571429,607.8571428571429
2014-05-26,Thredbo,7.8,3.9,0.2,459.42857142857144,459.42857142857144
2014-05-26,Mt. Buller,9.2,3.4,0.0,344.7142857142857,344.7142857142857
2014-05-26,Falls Creek,8.6,5.0,0.2,300.14285714285717,300.14285714285717
2014-05-26,Mt. Hotham,7.6,4.0,4.0,427.42857142857144,427.42857142857144
2014-05-26,Mt. Baw Baw,11.5,5.5,0.6,141.85714285714286,141.85714285714286
2014-05-26,Selwyn,13.6,6.1,0.0,85.28571428571429,85.28571428571429
2014-05-26,Mt. Stirling,9.2,3.4,0.0,4.285714285714286,4.285714285714286
2014-05-26,Charlotte Pass,9.25,4.65,0.1,32.857142857142854,32.857142857142854
2014-05-27,Perisher,11.1,7.9,0.0,607.8571428571429,607.8571428571429
2014-05-27,Thredbo,7.6,6.1,0.0,459.42857142857144,459.42857142857144
2014-05-27,Mt. Buller,6.1,5.8,8.2,344.7142857142857,344.7142857142857
2014-05-27,Falls Creek,6.1,6.0,9.6,300.14285714285717,300.14285714285717
2014-05-27,Mt. Hotham,5.2,5.0,18.0,427.42857142857144,427.42857142857144
2014-05-27,Mt. Baw Baw,6.7,6.7,8.6,141.85714285714286,141.85714285714286
2014-05-27,Selwyn,10.1,9.3,0.0,85.28571428571429,85.28571428571429
2014-05-27,Mt. Stirling,6.1,5.8,8.2,4.285714285714286,4.285714285714286
2014-05-27,Charlotte Pass,9.35,7.0,0.0,32.857142857142854,32.857142857142854
2014-05-28,Mt. Baw Baw,4.4,2.3,20.0,141.85714285714286,141.85714285714286
2014-05-29,Perisher,10.3,-0.2,4.4,607.8571428571429,607.8571428571429
2014-05-29,Thredbo,6.3,-0.8,5.0,459.42857142857144,459.42857142857144
2014-05-29,Mt. Buller,5.1,0.3,18.4,344.7142857142857,344.7142857142857
2014-05-29,Falls Creek,6.2,1.1,2.6,300.14285714285717,300.14285714285717
2014-05-29,Mt. Hotham,5.6,-0.2,13.2,427.42857142857144,427.42857142857144
2014-05-29,Mt. Baw Baw,4.1,1.2,4.6,141.85714285714286,141.85714285714286
2014-05-29,Selwyn,9.2,2.2,5.2,85.28571428571429,85.28571428571429
2014-05-29,Mt. Stirling,5.1,0.3,18.4,4.285714285714286,4.285714285714286
2014-05-29,Charlotte Pass,8.3,-0.5,4.7,32.857142857142854,32.857142857142854
2014-05-30,Perisher,9.4,-3.5,0.0,2895.0,2895.0
2014-05-30,Thredbo,6.4,-2.5,0.2,2213.8571428571427,2213.8571428571427
2014-05-30,Mt. Buller,5.6,0.5,0.0,2690.1428571428573,2690.1428571428573
2014-05-30,Falls Creek,7.3,1.2,0.0,1363.4285714285713,1363.4285714285713
2014-05-30,Mt. Hotham,5.4,0.2,0.2,1382.857142857143,1382.857142857143
2014-05-30,Mt. Baw Baw,8.0,0.6,0.0,425.14285714285717,425.14285714285717
2014-05-30,Selwyn,10.3,2.9,0.0,411.0,411.0
2014-05-30,Mt. Stirling,5.6,0.5,0.0,23.571428571428573,23.571428571428573
2014-05-30,Charlotte Pass,7.9,-3.0,0.1,162.0,162.0
2014-05-31,Perisher,10.7,-1.6,0.0,2895.0,2895.0
2014-05-31,Thredbo,7.5,-2.0,0.2,2213.8571428571427,2213.8571428571427
2014-05-31,Mt. Buller,6.7,2.1,0.0,2690.1428571428573,2690.1428571428573
2014-05-31,Falls Creek,8.5,2.5,0.0,1363.4285714285713,1363.4285714285713
2014-05-31,Mt. Hotham,6.2,1.6,0.0,1382.857142857143,1382.857142857143
2014-05-31,Mt. Baw Baw,8.5,2.2,0.0,425.14285714285717,425.14285714285717
2014-05-31,Selwyn,12.1,4.2,0.0,411.0,411.0
2014-05-31,Mt. Stirling,6.7,2.1,0.0,23.571428571428573,23.571428571428573
2014-05-31,Charlotte Pass,9.1,-1.8,0.1,162.0,162.0
2014-06-01,Perisher,5.6,3.8,0.6,2895.0,2895.0
2014-06-01,Thredbo,4.6,2.3,0.6,2213.8571428571427,2213.8571428571427
2014-06-01,Mt. Buller,5.1,3.5,3.6,2690.1428571428573,2690.1428571428573
2014-06-01,Falls Creek,5.0,4.1,0.4,1363.4285714285713,1363.4285714285713
2014-06-01,Mt. Hotham,4.5,2.5,0.6,1382.857142857143,1382.857142857143
2014-06-01,Mt. Baw Baw,7.1,3.8,0.0,425.14285714285717,425.14285714285717
2014-06-01,Selwyn,7.0,6.3,0.8,411.0,411.0
2014-06-01,Mt. Stirling,5.1,3.5,3.6,23.571428571428573,23.571428571428573
2014-06-01,Charlotte Pass,5.1,3.05,0.6,162.0,162.0
2014-06-02,Perisher,6.8,-0.3,10.0,2895.0,2895.0
2014-06-02,Thredbo,5.6,-0.4,6.4,2213.8571428571427,2213.8571428571427
2014-06-02,Mt. Buller,8.3,0.8,7.0,2690.1428571428573,2690.1428571428573
2014-06-02,Falls Creek,6.1,0.7,2.2,1363.4285714285713,1363.4285714285713
2014-06-02,Mt. Hotham,5.1,0.8,4.6,1382.857142857143,1382.857142857143
2014-06-02,Mt. Baw Baw,9.0,2.9,0.2,425.14285714285717,425.14285714285717
2014-06-02,Selwyn,6.5,3.6,6.4,411.0,411.0
2014-06-02,Mt. Stirling,8.3,0.8,7.0,23.571428571428573,23.571428571428573
2014-06-02,Charlotte Pass,6.199999999999999,-0.35,8.2,162.0,162.0
2014-06-03,Perisher,4.5,1.5,11.0,2895.0,2895.0
2014-06-03,Thredbo,2.4,0.0,10.8,2213.8571428571427,2213.8571428571427
2014-06-03,Mt. Buller,5.7,3.1,17.0,2690.1428571428573,2690.1428571428573
2014-06-03,Falls Creek,4.4,2.3,8.4,1363.4285714285713,1363.4285714285713
2014-06-03,Mt. Hotham,3.5,1.5,33.8,1382.857142857143,1382.857142857143
2014-06-03,Selwyn,4.5,3.2,29.0,411.0,411.0
2014-06-03,Mt. Stirling,5.7,3.1,17.0,23.571428571428573,23.571428571428573
2014-06-03,Charlotte Pass,3.45,0.75,10.9,162.0,162.0
2014-06-04,Perisher,9.9,2.3,0.2,2895.0,2895.0
2014-06-04,Thredbo,6.8,0.6,2.8,2213.8571428571427,2213.8571428571427
2014-06-04,Mt. Buller,4.3,1.2,9.6,2690.1428571428573,2690.1428571428573
2014-06-04,Falls Creek,4.8,1.6,0.0,1363.4285714285713,1363.4285714285713
2014-06-04,Mt. Hotham,2.9,0.6,10.0,1382.857142857143,1382.857142857143
2014-06-04,Mt. Baw Baw,5.2,1.5,22.4,425.14285714285717,425.14285714285717
2014-06-04,Selwyn,5.5,3.4,10.2,411.0,411.0
2014-06-04,Mt. Stirling,4.3,1.2,9.6,23.571428571428573,23.571428571428573
2014-06-04,Charlotte Pass,8.35,1.45,1.5,162.0,162.0
2014-06-05,Perisher,7.0,-3.6,0.0,2895.0,2895.0
2014-06-05,Thredbo,4.7,-2.5,0.2,2213.8571428571427,2213.8571428571427
2014-06-05,Mt. Buller,4.8,0.9,2.6,2690.1428571428573,2690.1428571428573
2014-06-05,Falls Creek,5.2,0.8,0.2,1363.4285714285713,1363.4285714285713
2014-06-05,Mt. Hotham,3.6,-0.2,0.2,1382.857142857143,1382.857142857143
2014-06-05,Mt. Baw Baw,3.9,2.1,6.6,425.14285714285717,425.14285714285717
2014-06-05,Selwyn,9.7,1.9,0.0,411.0,411.0
2014-06-05,Mt. Stirling,4.8,0.9,2.6,23.571428571428573,23.571428571428573
2014-06-05,Charlotte Pass,5.85,-3.05,0.1,162.0,162.0
2014-06-06,Perisher,6.0,-1.9,0.0,8762.714285714286,8762.714285714286
2014-06-06,Thredbo,3.5,-1.6,0.8,6649.428571428572,6649.428571428572
2014-06-06,Mt. Buller,4.2,-1.7,7.4,7031.0,7031.0
2014-06-06,Falls Creek,4.1,-3.4,0.4,3744.4285714285716,3744.4285714285716
2014-06-06,Mt. Hotham,1.8,-2.6,1.2,4232.571428571428,4232.571428571428
2014-06-06,Mt. Baw Baw,4.3,-1.1,1.8,1587.4285714285713,1587.4285714285713
2014-06-06,Selwyn,8.7,2.0,0.0,1226.857142857143,1226.857142857143
2014-06-06,Mt. Stirling,4.2,-1.7,7.4,92.14285714285714,92.14285714285714
2014-06-06,Charlotte Pass,4.75,-1.75,0.4,486.14285714285717,486.14285714285717
2014-06-07,Perisher,6.8,-4.6,0.0,8762.714285714286,8762.714285714286
2014-06-07,Thredbo,2.7,-4.4,0.0,6649.428571428572,6649.428571428572
2014-06-07,Mt. Buller,3.1,0.0,0.0,7031.0,7031.0
2014-06-07,Falls Creek,5.9,-1.1,0.0,3744.4285714285716,3744.4285714285716
2014-06-07,Mt. Hotham,3.3,-1.4,0.0,4232.571428571428,4232.571428571428
2014-06-07,Mt. Baw Baw,3.6,-0.5,3.6,1587.4285714285713,1587.4285714285713
2014-06-07,Selwyn,8.3,0.5,0.0,1226.857142857143,1226.857142857143
2014-06-07,Mt. Stirling,3.1,0.0,0.0,92.14285714285714,92.14285714285714
2014-06-07,Charlotte Pass,4.75,-4.5,0.0,486.14285714285717,486.14285714285717
2014-06-08,Perisher,2.3,-2.4,0.2,8762.714285714286,8762.714285714286
2014-06-08,Thredbo,0.5,-4.4,0.0,6649.428571428572,6649.428571428572
2014-06-08,Mt. Buller,3.6,-3.5,5.8,7031.0,7031.0
2014-06-08,Falls Creek,2.3,-3.0,0.0,3744.4285714285716,3744.4285714285716
2014-06-08,Mt. Hotham,1.0,-4.0,1.0,4232.571428571428,4232.571428571428
2014-06-08,Mt. Baw Baw,3.3,-1.7,10.8,1587.4285714285713,1587.4285714285713
2014-06-08,Selwyn,5.8,-1.0,0.0,1226.857142857143,1226.857142857143
2014-06-08,Mt. Stirling,3.6,-3.5,5.8,92.14285714285714,92.14285714285714
2014-06-08,Charlotte Pass,1.4,-3.4000000000000004,0.1,486.14285714285717,486.14285714285717
2014-06-09,Perisher,3.4,-1.8,6.6,8762.714285714286,8762.714285714286
2014-06-09,Thredbo,2.5,-3.4,6.4,6649.428571428572,6649.428571428572
2014-06-09,Mt. Buller,6.8,-3.0,0.6,7031.0,7031.0
2014-06-09,Falls Creek,4.6,-2.9,9.4,3744.4285714285716,3744.4285714285716
2014-06-09,Mt. Hotham,4.9,-3.6,1.0,4232.571428571428,4232.571428571428
2014-06-09,Mt. Baw Baw,5.7,-2.2,0.0,1587.4285714285713,1587.4285714285713
2014-06-09,Selwyn,6.7,0.2,0.0,1226.857142857143,1226.857142857143
2014-06-09,Mt. Stirling,6.8,-3.0,0.6,92.14285714285714,92.14285714285714
2014-06-09,Charlotte Pass,2.95,-2.6,6.5,486.14285714285717,486.14285714285717
2014-06-10,Perisher,8.1,-5.0,3.8,8762.714285714286,8762.714285714286
2014-06-10,Thredbo,8.5,-4.9,2.4,6649.428571428572,6649.428571428572
2014-06-10,Mt. Buller,6.9,2.0,0.0,7031.0,7031.0
2014-06-10,Falls Creek,8.0,-0.3,0.2,3744.4285714285716,3744.4285714285716
2014-06-10,Mt. Hotham,6.4,-0.7,0.0,4232.571428571428,4232.571428571428
2014-06-10,Mt. Baw Baw,7.3,1.4,0.0,1587.4285714285713,1587.4285714285713
2014-06-10,Selwyn,9.3,0.9,0.0,1226.857142857143,1226.857142857143
2014-06-10,Mt. Stirling,6.9,2.0,0.0,92.14285714285714,92.14285714285714
2014-06-10,Charlotte Pass,8.3,-4.95,3.0999999999999996,486.14285714285717,486.14285714285717
2014-06-11,Perisher,13.4,-5.1,0.0,8762.714285714286,8762.714285714286
2014-06-11,Thredbo,11.1,-2.4,0.0,6649.428571428572,6649.428571428572
2014-06-11,Mt. Buller,3.5,0.2,0.0,7031.0,7031.0
2014-06-11,Falls Creek,6.7,0.4,0.0,3744.4285714285716,3744.4285714285716
2014-06-11,Mt. Hotham,5.4,-0.6,0.2,4232.571428571428,4232.571428571428
2014-06-11,Mt. Baw Baw,6.6,2.5,0.0,1587.4285714285713,1587.4285714285713
2014-06-11,Selwyn,8.2,0.6,0.0,1226.857142857143,1226.857142857143
2014-06-11,Mt. Stirling,3.5,0.2,0.0,92.14285714285714,92.14285714285714
2014-06-11,Charlotte Pass,12.25,-3.75,0.0,486.14285714285717,486.14285714285717
2014-06-12,Perisher,8.2,-0.6,0.0,8762.714285714286,8762.714285714286
2014-06-12,Thredbo,6.2,0.5,0.0,6649.428571428572,6649.428571428572
2014-06-12,Mt. Buller,3.9,0.1,0.0,7031.0,7031.0
2014-06-12,Falls Creek,3.4,0.6,0.0,3744.4285714285716,3744.4285714285716
2014-06-12,Mt. Hotham,2.7,-0.6,0.2,4232.571428571428,4232.571428571428
2014-06-12,Mt. Baw Baw,4.4,1.3,0.0,1587.4285714285713,1587.4285714285713
2014-06-12,Selwyn,6.6,3.6,0.0,1226.857142857143,1226.857142857143
2014-06-12,Mt. Stirling,3.9,0.1,0.0,92.14285714285714,92.14285714285714
2014-06-12,Charlotte Pass,7.199999999999999,-0.04999999999999999,0.0,486.14285714285717,486.14285714285717
2014-06-13,Perisher,4.7,2.1,0.0,10979.285714285714,10979.285714285714
2014-06-13,Thredbo,3.2,-1.3,1.2,8381.142857142857,8381.142857142857
2014-06-13,Mt. Buller,4.1,1.1,4.0,8527.57142857143,8527.57142857143
2014-06-13,Falls Creek,4.0,1.1,2.4,4770.285714285715,4770.285714285715
2014-06-13,Mt. Hotham,3.2,0.0,6.0,5237.857142857143,5237.857142857143
2014-06-13,Mt. Baw Baw,5.0,2.2,1.0,1911.5714285714287,1911.5714285714287
2014-06-13,Selwyn,5.7,2.8,0.0,1526.0,1526.0
2014-06-13,Mt. Stirling,4.1,1.1,4.0,188.0,188.0
2014-06-13,Charlotte Pass,3.95,0.4,0.6,615.0,615.0
2014-06-14,Perisher,3.9,-0.4,14.0,10979.285714285714,10979.285714285714
2014-06-14,Thredbo,1.2,-0.8,20.6,8381.142857142857,8381.142857142857
2014-06-14,Mt. Buller,2.8,0.1,9.6,8527.57142857143,8527.57142857143
2014-06-14,Falls Creek,3.8,0.6,11.2,4770.285714285715,4770.285714285715
2014-06-14,Mt. Hotham,1.9,-0.1,26.0,5237.857142857143,5237.857142857143
2014-06-14,Mt. Baw Baw,3.9,1.9,3.0,1911.5714285714287,1911.5714285714287
2014-06-14,Selwyn,6.4,2.8,12.6,1526.0,1526.0
2014-06-14,Mt. Stirling,2.8,0.1,9.6,188.0,188.0
2014-06-14,Charlotte Pass,2.55,-0.6000000000000001,17.3,615.0,615.0
2014-06-15,Perisher,2.6,-0.3,37.6,10979.285714285714,10979.285714285714
2014-06-15,Thredbo,0.3,-1.7,10.0,8381.142857142857,8381.142857142857
2014-06-15,Falls Creek,1.7,-1.6,0.6,4770.285714285715,4770.285714285715
2014-06-15,Mt. Hotham,-0.3,-2.4,8.6,5237.857142857143,5237.857142857143
2014-06-15,Mt. Baw Baw,1.8,0.6,20.4,1911.5714285714287,1911.5714285714287
2014-06-15,Selwyn,4.9,0.1,16.6,1526.0,1526.0
2014-06-15,Charlotte Pass,1.45,-1.0,23.8,615.0,615.0
2014-06-16,Perisher,1.5,-3.3,0.4,10979.285714285714,10979.285714285714
2014-06-16,Thredbo,-0.5,-3.8,5.0,8381.142857142857,8381.142857142857
2014-06-16,Mt. Buller,1.8,-2.5,0.0,8527.57142857143,8527.57142857143
2014-06-16,Falls Creek,0.3,-1.9,0.0,4770.285714285715,4770.285714285715
2014-06-16,Mt. Hotham,-0.2,-3.3,1.0,5237.857142857143,5237.857142857143
2014-06-16,Mt. Baw Baw,2.2,-1.0,0.6,1911.5714285714287,1911.5714285714287
2014-06-16,Selwyn,2.5,-0.2,0.0,1526.0,1526.0
