Year,Week,mountain,max,min,rainfall,visitors
2014,6,Charlotte Pass,-0.04285714285714293,-4.885714285714286,3.9285714285714284,4305
2014,6,Falls Creek,0.28571428571428564,-3.957142857142857,8.971428571428572,33392
2014,6,Mt. Baw Baw,1.0142857142857142,-2.4285714285714284,8.228571428571428,13381
2014,6,Mt. Buller,-1.0,-3.585714285714286,5.314285714285715,59693
2014,6,Mt. Hotham,-1.9571428571428573,-4.442857142857142,0.08571428571428572,36665
2014,6,Mt. Stirling,-1.0,-3.585714285714286,5.314285714285715,1316
2014,6,Perisher,1.7857142857142858,-4.357142857142857,7.3428571428571425,76855
2014,6,Selwyn,2.7857142857142856,-1.6142857142857143,4.4,10682
2014,6,Thredbo,-1.8714285714285717,-5.414285714285714,0.5142857142857142,58668
2014,7,Charlotte Pass,3.1714285714285713,-4.428571428571429,0.6,3236
2014,7,Falls Creek,3.1,-0.8857142857142858,1.2285714285714284,28149
2014,7,Mt. Baw Baw,3.7857142857142856,0.014285714285714322,1.2,8832
2014,7,Mt. Buller,2.3714285714285714,-1.5142857142857142,3.7714285714285714,45788
2014,7,Mt. Hotham,0.12857142857142853,-3.242857142857143,6.771428571428571,26465
2014,7,Mt. Stirling,2.3714285714285714,-1.5142857142857142,3.7714285714285714,684
2014,7,Perisher,5.085714285714286,-4.357142857142857,0.7142857142857143,57593
2014,7,Selwyn,5.528571428571429,0.8857142857142858,0.7142857142857143,8180
2014,7,Thredbo,1.2571428571428573,-4.5,0.4857142857142857,44109
2014,8,Charlotte Pass,0.4714285714285714,-4.328571428571428,6.1571428571428575,2901
2014,8,Falls Creek,0.18571428571428558,-3.3285714285714287,4.828571428571428,24565
2014,8,Mt. Baw Baw,1.6999999999999997,-2.1714285714285713,8.0,9347
2014,8,Mt. Buller,-0.016666666666666607,-3.5500000000000003,6.8,41720
2014,8,Mt. Hotham,-1.4333333333333333,-4.45,7.6000000000000005,21679
2014,8,Mt. Stirling,-0.016666666666666607,-3.5500000000000003,6.8,1250
2014,8,Perisher,1.7714285714285716,-3.6571428571428575,8.314285714285713,52426
2014,8,Selwyn,3.3714285714285714,-1.0285714285714287,2.1142857142857143,7267
2014,8,Thredbo,-0.8285714285714286,-3.6666666666666665,4.0,39654
2014,9,Charlotte Pass,3.6999999999999997,-5.085714285714286,0.18571428571428572,3391
2014,9,Falls Creek,2.3714285714285714,-2.5714285714285716,0.2857142857142857,28981
2014,9,Mt. Baw Baw,2.1142857142857143,-2.0142857142857142,1.6571428571428573,10071
2014,9,Mt. Buller,1.157142857142857,-3.5142857142857147,0.942857142857143,48984
2014,9,Mt. Hotham,0.7000000000000001,-3.757142857142857,0.42857142857142855,31019
2014,9,Mt. Stirling,1.157142857142857,-3.5142857142857147,0.942857142857143,1280
2014,9,Perisher,5.2,-5.542857142857143,0.37142857142857144,62654
2014,9,Selwyn,4.714285714285714,-0.8428571428571429,0.0,8708
2014,9,Thredbo,2.2,-4.628571428571428,0.0,46875
2014,10,Charlotte Pass,2.7785714285714285,-7.5,0.8142857142857143,3549
2014,10,Falls Creek,3.4,-4.542857142857143,0.0,33125
2014,10,Mt. Baw Baw,3.542857142857143,-2.1142857142857143,3.314285714285714,11071
2014,10,Mt. Buller,3.7142857142857144,-3.8714285714285714,0.7142857142857143,47315
2014,10,Mt. Hotham,1.6571428571428573,-5.485714285714286,0.6857142857142857,30360
2014,10,Mt. Stirling,3.7142857142857144,-3.8714285714285714,0.7142857142857143,1653
2014,10,Perisher,4.042857142857143,-7.957142857142857,1.542857142857143,64928
2014,10,Selwyn,5.8428571428571425,-2.2857142857142856,0.2857142857142857,9133
2014,10,Thredbo,1.5142857142857142,-7.042857142857143,0.08571428571428573,48777
2014,11,Charlotte Pass,3.8642857142857143,-3.8428571428571425,2.6,3608
2014,11,Falls Creek,4.428571428571429,-0.4857142857142857,3.4857142857142853,36486
2014,11,Mt. Baw Baw,5.285714285714286,-0.05714285714285713,3.142857142857143,10079
2014,11,Mt. Buller,4.314285714285715,-0.32857142857142857,0.05714285714285715,43314
2014,11,Mt. Hotham,2.6999999999999997,-1.2714285714285716,3.142857142857143,35923
2014,11,Mt. Stirling,4.314285714285715,-0.32857142857142857,0.05714285714285715,902
2014,11,Perisher,6.216666666666666,-3.766666666666667,1.8,64834
2014,11,Selwyn,8.614285714285714,1.1,0.8571428571428571,8968
2014,11,Thredbo,2.371428571428571,-4.257142857142857,2.7714285714285714,49003
2014,12,Charlotte Pass,5.242857142857142,-3.3214285714285716,3.3857142857142857,3258
2014,12,Falls Creek,7.028571428571429,0.0714285714285714,1.2857142857142858,34468
2014,12,Mt. Baw Baw,8.257142857142856,1.8285714285714287,0.9714285714285714,7635
2014,12,Mt. Buller,7.0857142857142845,1.1714285714285713,0.08571428571428573,41063
2014,12,Mt. Hotham,5.485714285714286,-0.4571428571428572,1.3428571428571427,32657
2014,12,Mt. Stirling,7.0857142857142845,1.1714285714285713,0.08571428571428573,847
2014,12,Perisher,6.528571428571428,-3.685714285714286,4.628571428571428,59121
2014,12,Selwyn,9.057142857142859,0.9571428571428572,0.17142857142857143,8404
2014,12,Thredbo,3.957142857142857,-2.957142857142857,2.142857142857143,44164
2014,13,Charlotte Pass,2.757142857142857,-4.878571428571428,3.185714285714286,2837
2014,13,Falls Creek,3.528571428571429,-2.1,3.6285714285714286,30104
2014,13,Mt. Baw Baw,5.814285714285715,-0.3142857142857142,5.8,4681
2014,13,Mt. Buller,4.414285714285714,-1.7,4.257142857142857,41063
2014,13,Mt. Hotham,1.457142857142857,-3.4714285714285715,0.8857142857142858,28855
2014,13,Mt. Stirling,4.414285714285714,-1.7,4.257142857142857,522
2014,13,Perisher,4.7,-4.3,5.028571428571429,50737
2014,13,Selwyn,8.4,-0.31428571428571433,0.9142857142857144,6975
2014,13,Thredbo,0.8142857142857143,-5.457142857142857,1.342857142857143,38470
2014,14,Charlotte Pass,5.8500000000000005,-1.3916666666666666,0.18333333333333335,1898
2014,14,Falls Creek,6.116666666666667,-0.29999999999999993,0.6333333333333333,23864
2014,14,Mt. Baw Baw,5.671428571428572,1.0142857142857145,4.914285714285714,1904
2014,14,Mt. Buller,5.271428571428571,0.27142857142857146,4.8,26222
2014,14,Mt. Hotham,4.633333333333334,-1.0999999999999999,3.5666666666666664,18708
2014,14,Mt. Stirling,5.271428571428571,0.27142857142857146,4.8,267
2014,14,Perisher,7.3500000000000005,-1.0666666666666667,0.03333333333333333,33833
2014,14,Selwyn,8.885714285714284,2.2714285714285714,3.6,4628
2014,14,Thredbo,4.3500000000000005,-1.7166666666666668,0.3333333333333333,25734
2014,15,Charlotte Pass,4.5,-2.35,2.7142857142857144,995
2014,15,Falls Creek,5.771428571428571,-1.8714285714285714,0.42857142857142855,15869
2014,15,Mt. Baw Baw,4.728571428571429,-0.6428571428571429,7.3999999999999995,0
2014,15,Mt. Buller,4.8428571428571425,-1.5142857142857142,2.9714285714285715,11881
2014,15,Mt. Hotham,3.542857142857143,-2.742857142857143,1.8571428571428572,11117
2014,15,Mt. Stirling,4.8428571428571425,-1.5142857142857142,2.9714285714285715,66
2014,15,Perisher,6.057142857142858,-2.2142857142857144,2.742857142857143,18381
2014,15,Selwyn,8.442857142857141,1.1142857142857143,1.3714285714285717,2566
2014,15,Thredbo,3.25,-2.766666666666667,1.3,13890
2015,1,Charlotte Pass,8.707142857142857,-2.85,0.5428571428571429,892
2015,1,Falls Creek,7.228571428571429,0.15714285714285717,0.028571428571428574,4799
2015,1,Mt. Baw Baw,6.271428571428571,-3.172065784643304e-17,2.9142857142857146,3185
2015,1,Mt. Buller,6.5,0.1857142857142857,2.542857142857143,15612
2015,1,Mt. Hotham,5.0,-1.775,2.857142857142857,4997
2015,1,Mt. Stirling,6.5,0.1857142857142857,2.542857142857143,39
2015,1,Perisher,9.885714285714286,-3.5714285714285716,0.22857142857142856,15906
2015,1,Selwyn,9.028571428571428,2.1714285714285713,0.2571428571428572,2238
2015,1,Thredbo,7.528571428571429,-2.1285714285714286,0.8571428571428571,12039
2015,2,Charlotte Pass,2.85,-2.707142857142857,8.085714285714285,405
2015,2,Falls Creek,2.157142857142857,-2.0285714285714285,4.0285714285714285,3293
2015,2,Mt. Baw Baw,2.8857142857142857,-0.9571428571428572,3.628571428571429,2058
2015,2,Mt. Buller,2.8000000000000003,-1.9285714285714286,1.1428571428571428,6592
2015,2,Mt. Stirling,2.8000000000000003,-1.9285714285714286,1.1428571428571428,63
2015,2,Perisher,4.083333333333333,-2.716666666666667,5.666666666666667,7363
2015,2,Selwyn,5.5,0.7000000000000001,3.542857142857143,1001
2015,2,Thredbo,2.1571428571428575,-2.971428571428571,7.571428571428571,5540
2015,3,Charlotte Pass,7.857142857142857,-2.1214285714285714,0.09999999999999999,501
2015,3,Falls Creek,7.0,-0.4428571428571429,1.0285714285714287,5965
2015,3,Mt. Baw Baw,6.242857142857143,-0.07142857142857142,0.11428571428571428,1745
2015,3,Mt. Buller,6.414285714285714,-0.5571428571428572,0.08571428571428572,6648
2015,3,Mt. Stirling,6.414285714285714,-0.5571428571428572,0.08571428571428572,51
2015,3,Perisher,9.014285714285714,-3.2857142857142856,0.0,9360
2015,3,Selwyn,8.257142857142856,2.2285714285714286,0.48571428571428577,1331
2015,3,Thredbo,6.7,-0.9571428571428571,0.19999999999999998,7069
2015,4,Charlotte Pass,3.442857142857143,-5.864285714285714,0.48571428571428577,1303
2015,4,Falls Creek,1.3714285714285714,-3.914285714285714,0.4571428571428572,11758
2015,4,Mt. Baw Baw,1.0285714285714287,-2.0142857142857142,3.0285714285714285,2751
2015,4,Mt. Buller,-0.08571428571428574,-3.8857142857142857,1.6857142857142855,18766
2015,4,Mt. Stirling,-0.08571428571428574,-3.8857142857142857,1.6857142857142855,27
2015,4,Perisher,4.642857142857143,-6.728571428571429,0.9714285714285715,23296
2015,4,Selwyn,2.7857142857142856,-3.357142857142857,1.0285714285714287,3211
2015,4,Thredbo,2.242857142857143,-5.0,0.0,17634
2015,5,Charlotte Pass,2.0785714285714287,-4.271428571428571,8.028571428571428,2645
2015,5,Falls Creek,0.5428571428571429,-2.9714285714285715,9.457142857142857,20779
2015,5,Mt. Baw Baw,1.8333333333333333,-1.2833333333333334,2.8000000000000003,6748
2015,5,Mt. Buller,0.6285714285714287,-3.0142857142857147,6.542857142857143,38879
2015,5,Mt. Hotham,-0.675,-4.175,0.0,22318
2015,5,Mt. Stirling,0.6285714285714287,-3.0142857142857147,6.542857142857143,69
2015,5,Perisher,2.642857142857143,-4.5,7.914285714285714,47607
2015,5,Selwyn,3.5285714285714285,-1.5285714285714285,6.628571428571428,6658
2015,5,Thredbo,1.9333333333333336,-5.666666666666667,0.5333333333333333,35918
2015,6,Charlotte Pass,-0.5499999999999999,-6.935714285714285,3.0142857142857147,3211
2015,6,Falls Creek,-1.2714285714285716,-5.5,0.8285714285714285,24064
2015,6,Mt. Baw Baw,0.2857142857142857,-3.6714285714285713,12.0,8269
2015,6,Mt. Buller,-1.1428571428571428,-5.2,3.685714285714286,45629
2015,6,Mt. Hotham,-2.6666666666666665,-5.7,0.0,27894
2015,6,Mt. Stirling,-1.1428571428571428,-5.2,3.685714285714286,240
2015,6,Perisher,0.7714285714285715,-6.2,4.8,57282
2015,6,Selwyn,1.8571428571428572,-2.357142857142857,3.8000000000000003,8112
2015,6,Thredbo,-1.8714285714285714,-7.671428571428572,1.2285714285714284,43234
2015,7,Charlotte Pass,0.7571428571428571,-2.8000000000000003,13.528571428571428,2996
2015,7,Falls Creek,0.2000000000000001,-2.3428571428571425,5.485714285714286,27566
2015,7,Mt. Baw Baw,0.9714285714285715,-1.7142857142857142,3.4285714285714284,8219
2015,7,Mt. Buller,0.2285714285714285,-2.4714285714285715,8.114285714285714,38873
2015,7,Mt. Hotham,-0.7285714285714285,-3.257142857142857,6.571428571428571,22620
2015,7,Mt. Stirling,0.2285714285714285,-2.4714285714285715,8.114285714285714,714
2015,7,Perisher,1.2571428571428573,-2.7285714285714286,14.657142857142858,54202
2015,7,Selwyn,2.357142857142857,-0.0714285714285715,8.4,7373
2015,7,Thredbo,-0.8333333333333334,-4.766666666666667,1.2,40967
2015,8,Charlotte Pass,0.8285714285714285,-3.7357142857142853,8.3,2661
2015,8,Falls Creek,-0.39999999999999997,-3.6142857142857143,2.857142857142857,25955
2015,8,Mt. Baw Baw,-0.0285714285714286,-3.442857142857143,7.714285714285714,8600
2015,8,Mt. Buller,-0.014285714285714235,-4.328571428571428,9.714285714285714,36714
2015,8,Mt. Hotham,-1.3,-4.1571428571428575,0.0,17562
2015,8,Mt. Stirling,-0.014285714285714235,-4.328571428571428,9.714285714285714,558
2015,8,Perisher,1.8,-3.8333333333333335,6.466666666666668,48170
2015,8,Selwyn,3.033333333333333,-1.5833333333333333,2.4666666666666663,6601
2015,8,Thredbo,-3.3306690738754695e-17,-4.3,4.4,36200
2015,9,Charlotte Pass,-0.4928571428571428,-6.935714285714286,1.6857142857142857,3148
2015,9,Falls Creek,-0.28571428571428564,-5.114285714285714,0.39999999999999997,31872
2015,9,Mt. Baw Baw,0.8714285714285716,-3.185714285714286,11.571428571428571,8932
2015,9,Mt. Buller,-0.6285714285714284,-4.628571428571428,3.6571428571428575,38171
2015,9,Mt. Hotham,-2.1,-5.742857142857143,0.1142857142857143,27850
2015,9,Mt. Stirling,-0.6285714285714284,-4.628571428571428,3.6571428571428575,1218
2015,9,Perisher,1.0285714285714285,-7.028571428571429,2.9714285714285715,57548
2015,9,Selwyn,1.4714285714285715,-3.0714285714285716,0.42857142857142855,7983
2015,9,Thredbo,-2.0142857142857142,-6.8428571428571425,0.4,43268
2015,10,Charlotte Pass,1.7785714285714285,-3.914285714285714,0.8857142857142858,3473
2015,10,Falls Creek,0.9428571428571428,-2.9,0.9142857142857144,35417
2015,10,Mt. Baw Baw,1.3142857142857143,-1.8714285714285717,2.857142857142857,10429
2015,10,Mt. Buller,0.09999999999999998,-2.2333333333333334,4.766666666666667,41782
2015,10,Mt. Hotham,-1.0857142857142859,-2.9857142857142853,3.514285714285714,31159
2015,10,Mt. Stirling,0.09999999999999998,-2.2333333333333334,4.766666666666667,1371
2015,10,Perisher,3.2714285714285714,-3.0857142857142854,1.542857142857143,64346
2015,10,Selwyn,2.857142857142857,-0.8857142857142858,1.3714285714285714,9023
2015,10,Thredbo,0.28571428571428586,-4.742857142857143,0.2285714285714286,48525
2015,11,Charlotte Pass,3.864285714285714,-3.0714285714285716,3.0,3719
2015,11,Falls Creek,3.357142857142857,-2.1,0.31428571428571433,37063
2015,11,Mt. Baw Baw,4.157142857142857,-0.6428571428571427,3.8000000000000003,10927
2015,11,Mt. Buller,3.142857142857143,-1.8571428571428572,0.4,44060
2015,11,Mt. Hotham,1.385714285714286,-3.857142857142857,3.1999999999999997,35122
2015,11,Mt. Stirling,3.142857142857143,-1.8571428571428572,0.4,1146
2015,11,Perisher,5.585714285714286,-2.9142857142857146,3.314285714285714,68527
2015,11,Selwyn,7.057142857142857,0.6428571428571427,3.942857142857143,9492
2015,11,Thredbo,2.1428571428571432,-3.228571428571428,2.685714285714286,51900
2015,12,Charlotte Pass,1.5642857142857145,-3.342857142857143,4.857142857142857,3358
2015,12,Falls Creek,2.0285714285714285,-3.5142857142857147,6.057142857142858,36903
2015,12,Mt. Baw Baw,1.3714285714285714,-2.6999999999999997,12.857142857142858,9027
2015,12,Mt. Buller,2.1285714285714286,-2.8285714285714287,3.5142857142857147,38823
2015,12,Mt. Hotham,1.6285714285714283,-3.685714285714286,2.7714285714285714,30754
2015,12,Mt. Stirling,2.1285714285714286,-2.8285714285714287,3.5142857142857147,744
2015,12,Perisher,3.6,-2.65,6.333333333333333,60788
2015,12,Selwyn,5.028571428571429,-0.42857142857142855,5.6,8436
2015,12,Thredbo,0.18571428571428572,-3.9857142857142853,4.114285714285715,46015
2015,13,Charlotte Pass,2.9857142857142853,-3.8071428571428574,3.3285714285714283,2909
2015,13,Falls Creek,3.242857142857143,-1.7,1.5714285714285714,33126
2015,13,Mt. Baw Baw,3.7,-1.5571428571428572,1.1714285714285713,6236
2015,13,Mt. Buller,3.1999999999999997,-1.2666666666666666,2.1,38042
2015,13,Mt. Hotham,4.449999999999999,-2.1999999999999997,0.6571428571428573,25367
2015,13,Mt. Stirling,3.1999999999999997,-1.2666666666666666,2.1,618
2015,13,Perisher,4.914285714285714,-3.628571428571429,5.085714285714286,52337
2015,13,Selwyn,6.971428571428571,-0.12857142857142856,3.228571428571428,7256
2015,13,Thredbo,1.0571428571428572,-3.9857142857142853,1.5714285714285714,39850
2015,14,Charlotte Pass,7.071428571428571,-1.8642857142857143,0.5,2403
2015,14,Falls Creek,7.5,-0.0285714285714286,0.31428571428571433,28099
2015,14,Mt. Baw Baw,8.785714285714286,1.4714285714285713,3.6571428571428575,4387
2015,14,Mt. Buller,7.185714285714285,0.25714285714285723,2.0,23919
2015,14,Mt. Stirling,7.185714285714285,0.25714285714285723,2.0,429
2015,14,Perisher,8.442857142857141,-1.4142857142857144,0.8285714285714285,43826
2015,14,Selwyn,10.885714285714286,2.1999999999999997,2.2285714285714286,6011
2015,14,Thredbo,5.7,-2.314285714285714,0.17142857142857143,33284
2015,15,Charlotte Pass,5.628571428571428,-1.9,1.542857142857143,1492
2015,15,Falls Creek,5.928571428571429,0.08571428571428566,0.8571428571428571,18548
2015,15,Mt. Baw Baw,5.2,0.15714285714285722,3.5142857142857147,2247
2015,15,Mt. Buller,6.514285714285714,-0.2857142857142857,1.7714285714285716,21892
2015,15,Mt. Stirling,6.514285714285714,-0.2857142857142857,1.7714285714285716,249
2015,15,Perisher,6.785714285714286,-1.6999999999999997,1.5142857142857142,27009
2015,15,Selwyn,9.285714285714286,1.8714285714285714,0.4857142857142857,3722
2015,15,Thredbo,4.471428571428571,-2.1,1.5714285714285714,20568
2016,1,Charlotte Pass,5.125,-2.725,3.5833333333333335,531
2016,1,Falls Creek,5.228571428571429,-0.8499999999999998,6.514285714285714,3840
2016,1,Mt. Baw Baw,5.271428571428571,-0.32857142857142846,6.3428571428571425,1154
2016,1,Mt. Buller,5.3999999999999995,-0.8571428571428571,13.285714285714286,8368
2016,1,Mt. Hotham,4.7,-1.4333333333333336,4.933333333333333,4590
2016,1,Mt. Stirling,5.3999999999999995,-0.8571428571428571,13.285714285714286,39
2016,1,Perisher,7.080000000000001,-4.4,1.44,9419
2016,1,Selwyn,6.357142857142857,0.8285714285714285,8.714285714285714,1329
2016,1,Thredbo,4.233333333333333,-1.6833333333333333,3.0333333333333337,7167
2016,2,Charlotte Pass,3.085714285714286,0.0285714285714286,7.685714285714285,301
2016,2,Falls Creek,2.985714285714286,0.08571428571428573,9.685714285714285,2176
2016,2,Mt. Baw Baw,4.983333333333333,2.3333333333333335,3.733333333333334,1298
2016,2,Mt. Buller,3.9499999999999997,0.6166666666666666,7.366666666666667,5298
2016,2,Mt. Hotham,2.1714285714285713,-0.42857142857142855,6.971428571428571,1860
2016,2,Mt. Stirling,3.9499999999999997,0.6166666666666666,7.366666666666667,36
2016,2,Perisher,4.3,1.2600000000000002,6.0,5380
2016,2,Selwyn,5.742857142857143,2.442857142857143,12.228571428571428,764
2016,2,Thredbo,2.685714285714286,-0.5,8.257142857142856,4083
2016,3,Charlotte Pass,-0.65,-5.792857142857143,4.485714285714286,1096
2016,3,Falls Creek,-0.9142857142857143,-4.671428571428572,3.342857142857143,10297
2016,3,Mt. Baw Baw,-0.27142857142857146,-3.128571428571429,4.2,2306
2016,3,Mt. Buller,-1.0714285714285714,-4.242857142857143,7.942857142857143,17606
2016,3,Mt. Hotham,-2.1285714285714286,-5.685714285714285,0.14285714285714285,8368
2016,3,Mt. Stirling,-1.0714285714285714,-4.242857142857143,7.942857142857143,186
2016,3,Perisher,1.3142857142857143,-5.6000000000000005,8.771428571428572,20567
2016,3,Selwyn,1.4428571428571428,-2.6999999999999997,4.885714285714285,2903
2016,3,Thredbo,-2.6142857142857143,-5.985714285714286,0.19999999999999998,15501
2016,4,Charlotte Pass,2.75,-3.1285714285714286,2.7142857142857144,2705
2016,4,Falls Creek,0.34285714285714286,-2.7285714285714286,3.3142857142857145,23077
2016,4,Mt. Baw Baw,1.3499999999999999,-1.4166666666666667,2.8333333333333335,8796
2016,4,Mt. Buller,0.0,-2.0142857142857142,5.685714285714285,37586
2016,4,Mt. Hotham,-0.6714285714285715,-3.028571428571429,0.028571428571428574,17433
2016,4,Mt. Stirling,0.0,-2.0142857142857142,5.685714285714285,480
2016,4,Perisher,3.9857142857142853,-2.4428571428571426,4.942857142857143,49193
2016,4,Selwyn,2.7571428571428567,-1.5285714285714285,2.942857142857143,6868
2016,4,Thredbo,1.5142857142857145,-3.814285714285714,0.4857142857142857,36917
2016,5,Charlotte Pass,0.6500000000000001,-2.142857142857143,10.971428571428572,3570
2016,5,Falls Creek,0.8285714285714285,-1.4714285714285715,8.485714285714286,33309
2016,5,Mt. Baw Baw,1.8,-0.8999999999999999,3.8666666666666667,7976
2016,5,Mt. Buller,0.6571428571428571,-1.1142857142857143,5.714285714285714,56664
2016,5,Mt. Hotham,-0.27142857142857135,-2.157142857142857,0.6285714285714287,21302
2016,5,Mt. Stirling,0.6571428571428571,-1.1142857142857143,5.714285714285714,711
2016,5,Perisher,1.7142857142857142,-1.4000000000000001,15.62857142857143,64386
2016,5,Selwyn,3.1714285714285713,0.2285714285714285,4.628571428571428,9151
2016,5,Thredbo,-0.4142857142857142,-2.8857142857142857,6.314285714285715,48170
2016,6,Charlotte Pass,4.95,-2.3999999999999995,2.8142857142857145,3316
2016,6,Falls Creek,5.014285714285714,-1.0285714285714287,0.9142857142857144,38818
2016,6,Mt. Baw Baw,4.8999999999999995,-0.4857142857142857,1.542857142857143,6614
2016,6,Mt. Buller,5.2,-1.1857142857142857,3.8857142857142857,44445
2016,6,Mt. Hotham,2.3000000000000003,-2.6,4.285714285714286,25173
2016,6,Mt. Stirling,5.2,-1.1857142857142857,3.8857142857142857,840
2016,6,Perisher,7.775,-1.06,5.16,61295
2016,6,Selwyn,7.685714285714286,0.8,2.457142857142857,8336
2016,6,Thredbo,4.414285714285714,-2.514285714285714,1.9428571428571428,45940
2016,7,Charlotte Pass,1.325,-3.466666666666667,9.733333333333334,2689
2016,7,Falls Creek,1.1500000000000001,-2.6666666666666665,5.566666666666666,30873
2016,7,Mt. Baw Baw,1.4285714285714286,-2.414285714285714,9.171428571428573,5267
2016,7,Mt. Buller,1.7166666666666668,-2.65,9.9,37928
2016,7,Mt. Hotham,-0.8799999999999999,-4.46,0.08,20774
2016,7,Mt. Stirling,1.7166666666666668,-2.65,9.9,694
2016,7,Perisher,2.0833333333333335,-2.85,15.966666666666667,48984
2016,7,Selwyn,2.4,-1.0,8.0,6817
2016,7,Thredbo,0.5666666666666668,-4.083333333333333,3.5,37172
2016,8,Charlotte Pass,1.0071428571428571,-3.507142857142857,2.7285714285714286,3038
2016,8,Falls Creek,3.172065784643304e-17,-2.6714285714285713,4.2,36692
2016,8,Mt. Baw Baw,1.8285714285714287,-1.2142857142857142,8.4,6394
2016,8,Mt. Buller,0.6,-1.8333333333333333,8.866666666666667,39125
2016,8,Mt. Hotham,-0.7,-2.08,0.4857142857142857,19557
2016,8,Mt. Stirling,0.6,-1.8333333333333333,8.866666666666667,1326
2016,8,Perisher,2.1285714285714286,-3.042857142857143,4.314285714285715,55233
2016,8,Selwyn,2.242857142857143,-1.1142857142857143,4.342857142857143,7706
2016,8,Thredbo,-0.11428571428571425,-3.9714285714285715,1.1428571428571428,41911
2016,9,Charlotte Pass,2.1285714285714286,-5.328571428571428,3.7,3384
2016,9,Falls Creek,0.8285714285714285,-3.1285714285714286,2.257142857142857,40090
2016,9,Mt. Baw Baw,1.9714285714285713,-1.9857142857142858,1.3142857142857145,6676
2016,9,Mt. Buller,1.5571428571428572,-2.9285714285714284,2.9714285714285715,46055
2016,9,Mt. Stirling,1.5571428571428572,-2.9285714285714284,2.9714285714285715,1122
2016,9,Perisher,3.242857142857143,-4.6,4.457142857142857,63067
2016,9,Selwyn,4.857142857142857,-0.29999999999999993,1.2,8763
2016,9,Thredbo,1.0142857142857142,-6.057142857142857,2.942857142857143,47536
